year,gennme,state,quarter,suppression,totalRX
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AK,3,T,0
2015,Aspirin/Dipyridamole,AK,3,F,12
2015,Aspirin/Dipyridamole,AK,3,T,0
2015,Aspirin/Oxycodone Hydrochloride,AK,3,T,0
2015,Celecoxib,AK,3,F,267
2015,Celecoxib,AK,3,T,0
2015,Diclofenac Epolamine,AK,3,F,119
2015,Diclofenac Epolamine,AK,3,T,0
2015,Diclofenac Potassium,AK,3,T,0
2015,Diclofenac Sodium,AK,3,F,605
2015,Diclofenac Sodium,AK,3,T,0
2015,Diclofenac Sodium/Misoprostol,AK,3,T,0
2015,Etodolac,AK,3,T,0
2015,Flurbiprofen,AK,3,F,25
2015,Ibuprofen,AK,3,F,4316
2015,Ibuprofen,AK,3,T,0
2015,Indomethacin,AK,3,F,155
2015,Indomethacin,AK,3,T,0
2015,Ketoprofen,AK,3,T,0
2015,Ketorolac Tromethamine,AK,3,F,1490
2015,Ketorolac Tromethamine,AK,3,T,0
2015,Mefenamic Acid,AK,3,T,0
2015,Meloxicam,AK,3,F,910
2015,Meloxicam,AK,3,T,0
2015,Nabumetone,AK,3,F,144
2015,Nabumetone,AK,3,T,0
2015,Naproxen,AK,3,F,976
2015,Naproxen,AK,3,T,0
2015,Naproxen Sodium,AK,3,F,33
2015,Naproxen Sodium,AK,3,T,0
2015,Naproxen Sodium/Sumatriptan Succinate,AK,3,T,0
2015,Oxaprozin,AK,3,T,0
2015,Piroxicam,AK,3,F,60
2015,Piroxicam,AK,3,T,0
2015,Sulindac,AK,3,F,14
2015,Aspirin,AK,4,F,12
2015,Aspirin,AK,4,T,0
2015,Aspirin/Butalbital/Caffeine,AK,4,T,0
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AK,4,T,0
2015,Aspirin/Dipyridamole,AK,4,T,0
2015,Aspirin/Oxycodone Hydrochloride,AK,4,T,0
2015,Celecoxib,AK,4,F,296
2015,Celecoxib,AK,4,T,0
2015,Diclofenac Epolamine,AK,4,F,92
2015,Diclofenac Potassium,AK,4,F,15
2015,Diclofenac Potassium,AK,4,T,0
2015,Diclofenac Sodium,AK,4,F,613
2015,Diclofenac Sodium,AK,4,T,0
2015,Diclofenac Sodium/Misoprostol,AK,4,T,0
2015,Etodolac,AK,4,T,0
2015,Fenoprofen Calcium,AK,4,T,0
2015,Flurbiprofen,AK,4,F,28
2015,Flurbiprofen Sodium,AK,4,T,0
2015,Ibuprofen,AK,4,F,4191
2015,Ibuprofen,AK,4,T,0
2015,Indomethacin,AK,4,F,100
2015,Indomethacin,AK,4,T,0
2015,Ketoprofen,AK,4,T,0
2015,Ketorolac Tromethamine,AK,4,F,1347
2015,Ketorolac Tromethamine,AK,4,T,0
2015,Mefenamic Acid,AK,4,T,0
2015,Meloxicam,AK,4,F,1012
2015,Meloxicam,AK,4,T,0
2015,Nabumetone,AK,4,F,74
2015,Nabumetone,AK,4,T,0
2015,Naproxen,AK,4,F,1047
2015,Naproxen,AK,4,T,0
2015,Naproxen Sodium,AK,4,F,37
2015,Naproxen Sodium,AK,4,T,0
2015,Naproxen Sodium/Sumatriptan Succinate,AK,4,T,0
2015,Oxaprozin,AK,4,T,0
2015,Piroxicam,AK,4,F,51
2015,Piroxicam,AK,4,T,0
2015,Sulindac,AK,4,T,0
2015,Aspirin,AZ,1,F,30205
2015,Aspirin,AZ,1,T,0
2015,Aspirin/Butalbital/Caffeine,AZ,1,F,595
2015,Aspirin/Butalbital/Caffeine,AZ,1,T,0
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AZ,1,F,215
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AZ,1,T,0
2015,Aspirin/Carisoprodol,AZ,1,T,0
2015,Aspirin/Carisoprodol/Codeine Phosphate,AZ,1,T,0
2015,Aspirin/Dipyridamole,AZ,1,F,27
2015,Aspirin/Oxycodone Hydrochloride,AZ,1,F,40
2015,Bromfenac,AZ,1,T,0
2015,Bromfenac Sodium,AZ,1,T,0
2015,Celecoxib,AZ,1,F,1054
2015,Celecoxib,AZ,1,T,0
2015,Diclofenac,AZ,1,T,0
2015,Diclofenac Epolamine,AZ,1,F,36
2015,Diclofenac Potassium,AZ,1,F,586
2015,Diclofenac Potassium,AZ,1,T,0
2015,Diclofenac Sodium,AZ,1,F,11855
2015,Diclofenac Sodium,AZ,1,T,0
2015,Diclofenac Sodium/Misoprostol,AZ,1,F,16
2015,Diclofenac Sodium/Misoprostol,AZ,1,T,0
2015,Diflunisal,AZ,1,F,24
2015,Diflunisal,AZ,1,T,0
2015,Etodolac,AZ,1,F,962
2015,Etodolac,AZ,1,T,0
2015,Flurbiprofen,AZ,1,T,0
2015,Flurbiprofen Sodium,AZ,1,F,29
2015,Flurbiprofen Sodium,AZ,1,T,0
2015,Ibuprofen,AZ,1,F,103008
2015,Ibuprofen,AZ,1,T,0
2015,Ibuprofen/Oxycodone Hydrochloride,AZ,1,T,0
2015,Indomethacin,AZ,1,F,1712
2015,Indomethacin,AZ,1,T,0
2015,Ketoprofen,AZ,1,F,226
2015,Ketoprofen,AZ,1,T,0
2015,Ketorolac Tromethamine,AZ,1,F,1521
2015,Ketorolac Tromethamine,AZ,1,T,0
2015,Meclofenamate Sodium,AZ,1,T,0
2015,Mefenamic Acid,AZ,1,T,0
2015,Meloxicam,AZ,1,F,12252
2015,Meloxicam,AZ,1,T,0
2015,Nabumetone,AZ,1,F,915
2015,Nabumetone,AZ,1,T,0
2015,Naproxen,AZ,1,F,24556
2015,Naproxen,AZ,1,T,0
2015,Naproxen Sodium,AZ,1,F,1291
2015,Naproxen Sodium,AZ,1,T,0
2015,Naproxen Sodium/Sumatriptan Succinate,AZ,1,F,17
2015,Oxaprozin,AZ,1,F,42
2015,Oxaprozin,AZ,1,T,0
2015,Piroxicam,AZ,1,F,391
2015,Piroxicam,AZ,1,T,0
2015,Salsalate,AZ,1,F,172
2015,Salsalate,AZ,1,T,0
2015,Sulindac,AZ,1,F,632
2015,Sulindac,AZ,1,T,0
2015,Aspirin,AZ,2,F,49976
2015,Aspirin,AZ,2,T,0
2015,Aspirin/Butalbital/Caffeine,AZ,2,F,956
2015,Aspirin/Butalbital/Caffeine,AZ,2,T,0
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AZ,2,F,266
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AZ,2,T,0
2015,Aspirin/Carisoprodol/Codeine Phosphate,AZ,2,T,0
2015,Aspirin/Dipyridamole,AZ,2,F,28
2015,Aspirin/Oxycodone Hydrochloride,AZ,2,F,67
2015,Bromfenac,AZ,2,T,0
2015,Bromfenac Sodium,AZ,2,T,0
2015,Celecoxib,AZ,2,F,1682
2015,Celecoxib,AZ,2,T,0
2015,Diclofenac,AZ,2,T,0
2015,Diclofenac Epolamine,AZ,2,F,52
2015,Diclofenac Potassium,AZ,2,F,716
2015,Diclofenac Potassium,AZ,2,T,0
2015,Diclofenac Sodium,AZ,2,F,14135
2015,Diclofenac Sodium,AZ,2,T,0
2015,Diclofenac Sodium/Misoprostol,AZ,2,T,0
2015,Diflunisal,AZ,2,F,41
2015,Etodolac,AZ,2,F,1380
2015,Etodolac,AZ,2,T,0
2015,Fenoprofen Calcium,AZ,2,T,0
2015,Flurbiprofen,AZ,2,F,13
2015,Flurbiprofen,AZ,2,T,0
2015,Flurbiprofen Sodium,AZ,2,F,27
2015,Flurbiprofen Sodium,AZ,2,T,0
2015,Ibuprofen,AZ,2,F,120243
2015,Ibuprofen,AZ,2,T,0
2015,Indomethacin,AZ,2,F,2271
2015,Indomethacin,AZ,2,T,0
2015,Ketoprofen,AZ,2,F,132
2015,Ketoprofen,AZ,2,T,0
2015,Ketorolac Tromethamine,AZ,2,F,2055
2015,Ketorolac Tromethamine,AZ,2,T,0
2015,Meclofenamate Sodium,AZ,2,T,0
2015,Mefenamic Acid,AZ,2,T,0
2015,Meloxicam,AZ,2,F,15573
2015,Meloxicam,AZ,2,T,0
2015,Nabumetone,AZ,2,F,1266
2015,Nabumetone,AZ,2,T,0
2015,Naproxen,AZ,2,F,26258
2015,Naproxen,AZ,2,T,0
2015,Naproxen Sodium,AZ,2,F,1646
2015,Naproxen Sodium,AZ,2,T,0
2015,Naproxen Sodium/Sumatriptan Succinate,AZ,2,T,0
2015,Oxaprozin,AZ,2,F,48
2015,Oxaprozin,AZ,2,T,0
2015,Piroxicam,AZ,2,F,436
2015,Piroxicam,AZ,2,T,0
2015,Salsalate,AZ,2,F,119
2015,Salsalate,AZ,2,T,0
2015,Sulindac,AZ,2,F,821
2015,Sulindac,AZ,2,T,0
2015,Aspirin,AZ,3,F,43091
2015,Aspirin,AZ,3,T,0
2015,Aspirin/Butalbital/Caffeine,AZ,3,F,800
2015,Aspirin/Butalbital/Caffeine,AZ,3,T,0
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AZ,3,F,237
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AZ,3,T,0
2015,Aspirin/Carisoprodol,AZ,3,T,0
2015,Aspirin/Carisoprodol/Codeine Phosphate,AZ,3,T,0
2015,Aspirin/Dipyridamole,AZ,3,F,17
2015,Aspirin/Dipyridamole,AZ,3,T,0
2015,Aspirin/Oxycodone Hydrochloride,AZ,3,F,37
2015,Aspirin/Oxycodone Hydrochloride,AZ,3,T,0
2015,Bromfenac,AZ,3,T,0
2015,Bromfenac Sodium,AZ,3,T,0
2015,Celecoxib,AZ,3,F,1715
2015,Celecoxib,AZ,3,T,0
2015,Diclofenac,AZ,3,T,0
2015,Diclofenac Epolamine,AZ,3,F,59
2015,Diclofenac Potassium,AZ,3,F,735
2015,Diclofenac Potassium,AZ,3,T,0
2015,Diclofenac Sodium,AZ,3,F,14583
2015,Diclofenac Sodium,AZ,3,T,0
2015,Diclofenac Sodium/Misoprostol,AZ,3,T,0
2015,Diflunisal,AZ,3,F,20
2015,Diflunisal,AZ,3,T,0
2015,Etodolac,AZ,3,F,1316
2015,Etodolac,AZ,3,T,0
2015,Fenoprofen Calcium,AZ,3,T,0
2015,Flurbiprofen,AZ,3,T,0
2015,Flurbiprofen Sodium,AZ,3,F,24
2015,Flurbiprofen Sodium,AZ,3,T,0
2015,Ibuprofen,AZ,3,F,103530
2015,Ibuprofen,AZ,3,T,0
2015,Indomethacin,AZ,3,F,2372
2015,Indomethacin,AZ,3,T,0
2015,Ketoprofen,AZ,3,F,56
2015,Ketoprofen,AZ,3,T,0
2015,Ketorolac Tromethamine,AZ,3,F,2102
2015,Ketorolac Tromethamine,AZ,3,T,0
2015,Meclofenamate Sodium,AZ,3,T,0
2015,Mefenamic Acid,AZ,3,T,0
2015,Meloxicam,AZ,3,F,15847
2015,Meloxicam,AZ,3,T,0
2015,Nabumetone,AZ,3,F,1305
2015,Nabumetone,AZ,3,T,0
2015,Naproxen,AZ,3,F,29007
2015,Naproxen,AZ,3,T,0
2015,Naproxen Sodium,AZ,3,F,1613
2015,Naproxen Sodium,AZ,3,T,0
2015,Naproxen Sodium/Sumatriptan Succinate,AZ,3,T,0
2015,Oxaprozin,AZ,3,T,0
2015,Piroxicam,AZ,3,F,422
2015,Piroxicam,AZ,3,T,0
2015,Salsalate,AZ,3,F,90
2015,Salsalate,AZ,3,T,0
2015,Sulindac,AZ,3,F,740
2015,Sulindac,AZ,3,T,0
2015,Aspirin,AZ,4,F,37065
2015,Aspirin,AZ,4,T,0
2015,"Aspirin, Buffered",AZ,4,T,0
2015,Aspirin/Butalbital/Caffeine,AZ,4,F,711
2015,Aspirin/Butalbital/Caffeine,AZ,4,T,0
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AZ,4,F,267
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AZ,4,T,0
2015,Aspirin/Carisoprodol/Codeine Phosphate,AZ,4,T,0
2015,Aspirin/Dipyridamole,AZ,4,F,18
2015,Aspirin/Dipyridamole,AZ,4,T,0
2015,Aspirin/Oxycodone Hydrochloride,AZ,4,F,35
2015,Aspirin/Oxycodone Hydrochloride,AZ,4,T,0
2015,Bromfenac,AZ,4,T,0
2015,Bromfenac Sodium,AZ,4,T,0
2015,Celecoxib,AZ,4,F,1598
2015,Celecoxib,AZ,4,T,0
2015,Diclofenac,AZ,4,T,0
2015,Diclofenac Epolamine,AZ,4,F,50
2015,Diclofenac Epolamine,AZ,4,T,0
2015,Diclofenac Potassium,AZ,4,F,794
2015,Diclofenac Potassium,AZ,4,T,0
2015,Diclofenac Sodium,AZ,4,F,14262
2015,Diclofenac Sodium,AZ,4,T,0
2015,Diclofenac Sodium/Misoprostol,AZ,4,T,0
2015,Diflunisal,AZ,4,F,13
2015,Diflunisal,AZ,4,T,0
2015,Etodolac,AZ,4,F,1132
2015,Etodolac,AZ,4,T,0
2015,Fenoprofen Calcium,AZ,4,T,0
2015,Flurbiprofen,AZ,4,F,13
2015,Flurbiprofen,AZ,4,T,0
2015,Flurbiprofen Sodium,AZ,4,F,26
2015,Flurbiprofen Sodium,AZ,4,T,0
2015,Ibuprofen,AZ,4,F,111371
2015,Ibuprofen,AZ,4,T,0
2015,Indomethacin,AZ,4,F,2106
2015,Indomethacin,AZ,4,T,0
2015,Ketoprofen,AZ,4,F,74
2015,Ketoprofen,AZ,4,T,0
2015,Ketorolac Tromethamine,AZ,4,F,2053
2015,Ketorolac Tromethamine,AZ,4,T,0
2015,Mefenamic Acid,AZ,4,T,0
2015,Meloxicam,AZ,4,F,15816
2015,Meloxicam,AZ,4,T,0
2015,Nabumetone,AZ,4,F,1158
2015,Nabumetone,AZ,4,T,0
2015,Naproxen,AZ,4,F,27711
2015,Naproxen,AZ,4,T,0
2015,Naproxen Sodium,AZ,4,F,1523
2015,Naproxen Sodium,AZ,4,T,0
2015,Naproxen Sodium/Sumatriptan Succinate,AZ,4,T,0
2015,Oxaprozin,AZ,4,F,13
2015,Oxaprozin,AZ,4,T,0
2015,Piroxicam,AZ,4,F,433
2015,Piroxicam,AZ,4,T,0
2015,Salsalate,AZ,4,F,18
2015,Salsalate,AZ,4,T,0
2015,Sulindac,AZ,4,F,683
2015,Sulindac,AZ,4,T,0
2015,Aspirin,CO,1,F,4494
2015,Aspirin,CO,1,T,0
2015,Aspirin/Butalbital/Caffeine,CO,1,F,175
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CO,1,F,183
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CO,1,T,0
2015,Aspirin/Carisoprodol/Codeine Phosphate,CO,1,T,0
2015,Aspirin/Dipyridamole,CO,1,F,114
2015,Aspirin/Oxycodone Hydrochloride,CO,1,F,41
2015,Aspirin/Oxycodone Hydrochloride,CO,1,T,0
2015,Bromfenac,CO,1,T,0
2015,Bromfenac Sodium,CO,1,F,63
2015,Celecoxib,CO,1,F,1988
2015,Celecoxib,CO,1,T,0
2015,Diclofenac,CO,1,F,85
2015,Diclofenac Epolamine,CO,1,F,65
2015,Diclofenac Epolamine,CO,1,T,0
2015,Diclofenac Potassium,CO,1,F,445
2015,Diclofenac Potassium,CO,1,T,0
2015,Diclofenac Sodium,CO,1,F,8170
2015,Diclofenac Sodium,CO,1,T,0
2015,Diclofenac Sodium/Misoprostol,CO,1,F,119
2015,Diflunisal,CO,1,F,28
2015,Diflunisal,CO,1,T,0
2015,Etodolac,CO,1,F,867
2015,Etodolac,CO,1,T,0
2015,Flurbiprofen,CO,1,F,21
2015,Flurbiprofen,CO,1,T,0
2015,Ibuprofen,CO,1,F,30815
2015,Ibuprofen,CO,1,T,0
2015,Indomethacin,CO,1,F,1741
2015,Indomethacin,CO,1,T,0
2015,Ketoprofen,CO,1,F,375
2015,Ketoprofen,CO,1,T,0
2015,Ketorolac Tromethamine,CO,1,F,9951
2015,Ketorolac Tromethamine,CO,1,T,0
2015,Meclofenamate Sodium,CO,1,T,0
2015,Mefenamic Acid,CO,1,F,18
2015,Mefenamic Acid,CO,1,T,0
2015,Meloxicam,CO,1,F,9297
2015,Meloxicam,CO,1,T,0
2015,Nabumetone,CO,1,F,752
2015,Nabumetone,CO,1,T,0
2015,Naproxen,CO,1,F,10486
2015,Naproxen,CO,1,T,0
2015,Naproxen Sodium,CO,1,F,708
2015,Naproxen Sodium,CO,1,T,0
2015,Naproxen Sodium/Sumatriptan Succinate,CO,1,T,0
2015,Oxaprozin,CO,1,F,68
2015,Oxaprozin,CO,1,T,0
2015,Piroxicam,CO,1,F,316
2015,Piroxicam,CO,1,T,0
2015,Salsalate,CO,1,F,43
2015,Salsalate,CO,1,T,0
2015,Sulindac,CO,1,F,255
2015,Sulindac,CO,1,T,0
2015,Tolmetin Sodium,CO,1,T,0
2015,Aspirin,CO,2,F,4483
2015,Aspirin,CO,2,T,0
2015,Aspirin/Butalbital/Caffeine,CO,2,F,113
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CO,2,F,186
2015,Aspirin/Carisoprodol/Codeine Phosphate,CO,2,T,0
2015,Aspirin/Dipyridamole,CO,2,F,82
2015,Aspirin/Oxycodone Hydrochloride,CO,2,F,49
2015,Bromfenac,CO,2,T,0
2015,Bromfenac Sodium,CO,2,F,62
2015,Bromfenac Sodium,CO,2,T,0
2015,Celecoxib,CO,2,F,1589
2015,Celecoxib,CO,2,T,0
2015,Diclofenac,CO,2,F,175
2015,Diclofenac Epolamine,CO,2,F,54
2015,Diclofenac Potassium,CO,2,F,481
2015,Diclofenac Potassium,CO,2,T,0
2015,Diclofenac Sodium,CO,2,F,8619
2015,Diclofenac Sodium,CO,2,T,0
2015,Diclofenac Sodium/Misoprostol,CO,2,F,91
2015,Diclofenac Sodium/Misoprostol,CO,2,T,0
2015,Diflunisal,CO,2,F,18
2015,Etodolac,CO,2,F,707
2015,Etodolac,CO,2,T,0
2015,Flurbiprofen,CO,2,F,18
2015,Flurbiprofen,CO,2,T,0
2015,Flurbiprofen Sodium,CO,2,T,0
2015,Ibuprofen,CO,2,F,28584
2015,Ibuprofen,CO,2,T,0
2015,Indomethacin,CO,2,F,1635
2015,Indomethacin,CO,2,T,0
2015,Ketoprofen,CO,2,F,412
2015,Ketoprofen,CO,2,T,0
2015,Ketorolac Tromethamine,CO,2,F,12426
2015,Ketorolac Tromethamine,CO,2,T,0
2015,Mefenamic Acid,CO,2,T,0
2015,Meloxicam,CO,2,F,9222
2015,Meloxicam,CO,2,T,0
2015,Nabumetone,CO,2,F,796
2015,Nabumetone,CO,2,T,0
2015,Naproxen,CO,2,F,10093
2015,Naproxen,CO,2,T,0
2015,Naproxen Sodium,CO,2,F,598
2015,Naproxen Sodium,CO,2,T,0
2015,Naproxen Sodium/Sumatriptan Succinate,CO,2,T,0
2015,Oxaprozin,CO,2,F,76
2015,Piroxicam,CO,2,F,202
2015,Piroxicam,CO,2,T,0
2015,Salsalate,CO,2,F,14
2015,Salsalate,CO,2,T,0
2015,Sulindac,CO,2,F,253
2015,Sulindac,CO,2,T,0
2015,Tolmetin Sodium,CO,2,T,0
2015,Aspirin,CO,3,F,4433
2015,Aspirin,CO,3,T,0
2015,Aspirin/Butalbital/Caffeine,CO,3,F,97
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CO,3,F,166
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CO,3,T,0
2015,Aspirin/Carisoprodol/Codeine Phosphate,CO,3,T,0
2015,Aspirin/Dipyridamole,CO,3,F,60
2015,Aspirin/Dipyridamole,CO,3,T,0
2015,Aspirin/Oxycodone Hydrochloride,CO,3,F,30
2015,Aspirin/Oxycodone Hydrochloride,CO,3,T,0
2015,Bromfenac,CO,3,T,0
2015,Bromfenac Sodium,CO,3,F,83
2015,Bromfenac Sodium,CO,3,T,0
2015,Celecoxib,CO,3,F,1406
2015,Celecoxib,CO,3,T,0
2015,Diclofenac,CO,3,F,175
2015,Diclofenac Epolamine,CO,3,F,52
2015,Diclofenac Potassium,CO,3,F,530
2015,Diclofenac Potassium,CO,3,T,0
2015,Diclofenac Sodium,CO,3,F,9472
2015,Diclofenac Sodium,CO,3,T,0
2015,Diclofenac Sodium/Misoprostol,CO,3,F,79
2015,Diclofenac Sodium/Misoprostol,CO,3,T,0
2015,Diflunisal,CO,3,F,27
2015,Diflunisal,CO,3,T,0
2015,Etodolac,CO,3,F,716
2015,Etodolac,CO,3,T,0
2015,Fenoprofen Calcium,CO,3,T,0
2015,Flurbiprofen,CO,3,F,15
2015,Flurbiprofen,CO,3,T,0
2015,Ibuprofen,CO,3,F,29643
2015,Ibuprofen,CO,3,T,0
2015,Ibuprofen/Oxycodone Hydrochloride,CO,3,T,0
2015,Indomethacin,CO,3,F,1615
2015,Indomethacin,CO,3,T,0
2015,Ketoprofen,CO,3,F,474
2015,Ketoprofen,CO,3,T,0
2015,Ketorolac Tromethamine,CO,3,F,10020
2015,Ketorolac Tromethamine,CO,3,T,0
2015,Ketorolac/Phenylephrine,CO,3,T,0
2015,Meclofenamate Sodium,CO,3,T,0
2015,Mefenamic Acid,CO,3,T,0
2015,Meloxicam,CO,3,F,9206
2015,Meloxicam,CO,3,T,0
2015,Nabumetone,CO,3,F,772
2015,Nabumetone,CO,3,T,0
2015,Naproxen,CO,3,F,9978
2015,Naproxen,CO,3,T,0
2015,Naproxen Sodium,CO,3,F,542
2015,Naproxen Sodium,CO,3,T,0
2015,Naproxen Sodium/Sumatriptan Succinate,CO,3,T,0
2015,Oxaprozin,CO,3,F,44
2015,Oxaprozin,CO,3,T,0
2015,Piroxicam,CO,3,F,195
2015,Salsalate,CO,3,F,15
2015,Salsalate,CO,3,T,0
2015,Sulindac,CO,3,F,247
2015,Sulindac,CO,3,T,0
2015,Tolmetin Sodium,CO,3,T,0
2015,Aspirin,CO,4,F,4693
2015,Aspirin,CO,4,T,0
2015,Aspirin/Butalbital/Caffeine,CO,4,F,118
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CO,4,F,207
2015,Aspirin/Dipyridamole,CO,4,F,65
2015,Aspirin/Dipyridamole,CO,4,T,0
2015,Aspirin/Oxycodone Hydrochloride,CO,4,F,19
2015,Aspirin/Oxycodone Hydrochloride,CO,4,T,0
2015,Bromfenac,CO,4,T,0
2015,Bromfenac Sodium,CO,4,F,100
2015,Celecoxib,CO,4,F,1654
2015,Celecoxib,CO,4,T,0
2015,Diclofenac,CO,4,F,162
2015,Diclofenac Epolamine,CO,4,F,69
2015,Diclofenac Potassium,CO,4,F,591
2015,Diclofenac Potassium,CO,4,T,0
2015,Diclofenac Sodium,CO,4,F,9378
2015,Diclofenac Sodium,CO,4,T,0
2015,Diclofenac Sodium/Misoprostol,CO,4,F,89
2015,Diclofenac Sodium/Misoprostol,CO,4,T,0
2015,Diflunisal,CO,4,F,38
2015,Diflunisal,CO,4,T,0
2015,Etodolac,CO,4,F,779
2015,Etodolac,CO,4,T,0
2015,Flurbiprofen,CO,4,F,32
2015,Flurbiprofen,CO,4,T,0
2015,Flurbiprofen Sodium,CO,4,T,0
2015,Ibuprofen,CO,4,F,30916
2015,Ibuprofen,CO,4,T,0
2015,Ibuprofen/Oxycodone Hydrochloride,CO,4,T,0
2015,Indomethacin,CO,4,F,1739
2015,Indomethacin,CO,4,T,0
2015,Ketoprofen,CO,4,F,486
2015,Ketoprofen,CO,4,T,0
2015,Ketorolac Tromethamine,CO,4,F,13045
2015,Ketorolac Tromethamine,CO,4,T,0
2015,Mefenamic Acid,CO,4,F,20
2015,Mefenamic Acid,CO,4,T,0
2015,Meloxicam,CO,4,F,10206
2015,Meloxicam,CO,4,T,0
2015,Nabumetone,CO,4,F,846
2015,Nabumetone,CO,4,T,0
2015,Naproxen,CO,4,F,10985
2015,Naproxen,CO,4,T,0
2015,Naproxen Sodium,CO,4,F,658
2015,Naproxen Sodium,CO,4,T,0
2015,Naproxen Sodium/Sumatriptan Succinate,CO,4,F,16
