year,gennme,state,quarter,totalRXImputed
2015,Aspirin/Oxycodone Hydrochloride,AK,3,0
2015,Celecoxib,AK,3,267
2015,Diclofenac Epolamine,AK,3,119
2015,Diclofenac Potassium,AK,3,0
2015,Diclofenac Sodium,AK,3,605
2015,Diclofenac Sodium/Misoprostol,AK,3,0
2015,Etodolac,AK,3,0
2015,Flurbiprofen,AK,3,25
2015,Ibuprofen,AK,3,4316
2015,Indomethacin,AK,3,155
2015,Ketoprofen,AK,3,0
2015,Ketorolac Tromethamine,AK,3,1490
2015,Mefenamic Acid,AK,3,0
2015,Meloxicam,AK,3,910
2015,Nabumetone,AK,3,144
2015,Naproxen,AK,3,976
2015,Naproxen Sodium,AK,3,33
2015,Naproxen Sodium/Sumatriptan Succinate,AK,3,0
2015,Oxaprozin,AK,3,0
2015,Piroxicam,AK,3,60
2015,Sulindac,AK,3,14
2015,Aspirin,AK,4,12
2015,Aspirin/Butalbital/Caffeine,AK,4,0
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AK,4,0
2015,Aspirin/Dipyridamole,AK,4,0
2015,Aspirin/Oxycodone Hydrochloride,AK,4,0
2015,Celecoxib,AK,4,296
2015,Diclofenac Epolamine,AK,4,92
2015,Diclofenac Potassium,AK,4,15
2015,Diclofenac Sodium,AK,4,613
2015,Diclofenac Sodium/Misoprostol,AK,4,0
2015,Etodolac,AK,4,0
2015,Fenoprofen Calcium,AK,4,0
2015,Flurbiprofen,AK,4,28
2015,Flurbiprofen Sodium,AK,4,0
2015,Ibuprofen,AK,4,4191
2015,Indomethacin,AK,4,100
2015,Ketoprofen,AK,4,0
2015,Ketorolac Tromethamine,AK,4,1347
2015,Mefenamic Acid,AK,4,0
2015,Meloxicam,AK,4,1012
2015,Nabumetone,AK,4,74
2015,Naproxen,AK,4,1047
2015,Naproxen Sodium,AK,4,37
2015,Naproxen Sodium/Sumatriptan Succinate,AK,4,0
2015,Oxaprozin,AK,4,0
2015,Piroxicam,AK,4,51
2015,Sulindac,AK,4,0
2015,Aspirin,AZ,1,30205
2015,Aspirin/Butalbital/Caffeine,AZ,1,595
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AZ,1,215
2015,Aspirin/Carisoprodol,AZ,1,0
2015,Aspirin/Carisoprodol/Codeine Phosphate,AZ,1,0
2015,Aspirin/Dipyridamole,AZ,1,27
2015,Aspirin/Oxycodone Hydrochloride,AZ,1,40
2015,Bromfenac,AZ,1,0
2015,Bromfenac Sodium,AZ,1,0
2015,Celecoxib,AZ,1,1054
2015,Diclofenac,AZ,1,0
2015,Diclofenac Epolamine,AZ,1,36
2015,Diclofenac Potassium,AZ,1,586
2015,Diclofenac Sodium,AZ,1,11855
2015,Diclofenac Sodium/Misoprostol,AZ,1,16
2015,Diflunisal,AZ,1,24
2015,Etodolac,AZ,1,962
2015,Flurbiprofen,AZ,1,0
2015,Flurbiprofen Sodium,AZ,1,29
2015,Ibuprofen,AZ,1,103008
2015,Ibuprofen/Oxycodone Hydrochloride,AZ,1,0
2015,Indomethacin,AZ,1,1712
2015,Ketoprofen,AZ,1,226
2015,Ketorolac Tromethamine,AZ,1,1521
2015,Meclofenamate Sodium,AZ,1,0
2015,Mefenamic Acid,AZ,1,0
2015,Meloxicam,AZ,1,12252
2015,Nabumetone,AZ,1,915
2015,Naproxen,AZ,1,24556
2015,Naproxen Sodium,AZ,1,1291
2015,Naproxen Sodium/Sumatriptan Succinate,AZ,1,17
2015,Oxaprozin,AZ,1,42
2015,Piroxicam,AZ,1,391
2015,Salsalate,AZ,1,172
2015,Sulindac,AZ,1,632
2015,Aspirin,AZ,2,49976
2015,Aspirin/Butalbital/Caffeine,AZ,2,956
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AZ,2,266
2015,Aspirin/Carisoprodol/Codeine Phosphate,AZ,2,0
2015,Aspirin/Dipyridamole,AZ,2,28
2015,Aspirin/Oxycodone Hydrochloride,AZ,2,67
2015,Bromfenac,AZ,2,0
2015,Bromfenac Sodium,AZ,2,0
2015,Celecoxib,AZ,2,1682
2015,Diclofenac,AZ,2,0
2015,Diclofenac Epolamine,AZ,2,52
2015,Diclofenac Potassium,AZ,2,716
2015,Diclofenac Sodium,AZ,2,14135
2015,Diclofenac Sodium/Misoprostol,AZ,2,0
2015,Diflunisal,AZ,2,41
2015,Etodolac,AZ,2,1380
2015,Fenoprofen Calcium,AZ,2,0
2015,Flurbiprofen,AZ,2,13
2015,Flurbiprofen Sodium,AZ,2,27
2015,Ibuprofen,AZ,2,120243
2015,Indomethacin,AZ,2,2271
2015,Ketoprofen,AZ,2,132
2015,Ketorolac Tromethamine,AZ,2,2055
2015,Meclofenamate Sodium,AZ,2,0
2015,Mefenamic Acid,AZ,2,0
2015,Meloxicam,AZ,2,15573
2015,Nabumetone,AZ,2,1266
2015,Naproxen,AZ,2,26258
2015,Naproxen Sodium,AZ,2,1646
2015,Naproxen Sodium/Sumatriptan Succinate,AZ,2,0
2015,Oxaprozin,AZ,2,48
2015,Piroxicam,AZ,2,436
2015,Salsalate,AZ,2,119
2015,Sulindac,AZ,2,821
2015,Aspirin,AZ,3,43091
2015,Aspirin/Butalbital/Caffeine,AZ,3,800
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AZ,3,237
2015,Aspirin/Carisoprodol,AZ,3,0
2015,Aspirin/Carisoprodol/Codeine Phosphate,AZ,3,0
2015,Aspirin/Dipyridamole,AZ,3,17
2015,Aspirin/Oxycodone Hydrochloride,AZ,3,37
2015,Bromfenac,AZ,3,0
2015,Bromfenac Sodium,AZ,3,0
2015,Celecoxib,AZ,3,1715
2015,Diclofenac,AZ,3,0
2015,Diclofenac Epolamine,AZ,3,59
2015,Diclofenac Potassium,AZ,3,735
2015,Diclofenac Sodium,AZ,3,14583
2015,Diclofenac Sodium/Misoprostol,AZ,3,0
2015,Diflunisal,AZ,3,20
2015,Etodolac,AZ,3,1316
2015,Fenoprofen Calcium,AZ,3,0
2015,Flurbiprofen,AZ,3,0
2015,Flurbiprofen Sodium,AZ,3,24
2015,Ibuprofen,AZ,3,103530
2015,Indomethacin,AZ,3,2372
2015,Ketoprofen,AZ,3,56
2015,Ketorolac Tromethamine,AZ,3,2102
2015,Meclofenamate Sodium,AZ,3,0
2015,Mefenamic Acid,AZ,3,0
2015,Meloxicam,AZ,3,15847
2015,Nabumetone,AZ,3,1305
2015,Naproxen,AZ,3,29007
2015,Naproxen Sodium,AZ,3,1613
2015,Naproxen Sodium/Sumatriptan Succinate,AZ,3,0
2015,Oxaprozin,AZ,3,0
2015,Piroxicam,AZ,3,422
2015,Salsalate,AZ,3,90
2015,Sulindac,AZ,3,740
2015,Aspirin,AZ,4,37065
2015,"Aspirin, Buffered",AZ,4,0
2015,Aspirin/Butalbital/Caffeine,AZ,4,711
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,AZ,4,267
2015,Aspirin/Carisoprodol/Codeine Phosphate,AZ,4,0
2015,Aspirin/Dipyridamole,AZ,4,18
2015,Aspirin/Oxycodone Hydrochloride,AZ,4,35
2015,Bromfenac,AZ,4,0
2015,Bromfenac Sodium,AZ,4,0
2015,Celecoxib,AZ,4,1598
2015,Diclofenac,AZ,4,0
2015,Diclofenac Epolamine,AZ,4,50
2015,Diclofenac Potassium,AZ,4,794
2015,Diclofenac Sodium,AZ,4,14262
2015,Diclofenac Sodium/Misoprostol,AZ,4,0
2015,Diflunisal,AZ,4,13
2015,Etodolac,AZ,4,1132
2015,Fenoprofen Calcium,AZ,4,0
2015,Flurbiprofen,AZ,4,13
2015,Flurbiprofen Sodium,AZ,4,26
2015,Ibuprofen,AZ,4,111371
2015,Indomethacin,AZ,4,2106
2015,Ketoprofen,AZ,4,74
2015,Ketorolac Tromethamine,AZ,4,2053
2015,Mefenamic Acid,AZ,4,0
2015,Meloxicam,AZ,4,15816
2015,Nabumetone,AZ,4,1158
2015,Naproxen,AZ,4,27711
2015,Naproxen Sodium,AZ,4,1523
2015,Naproxen Sodium/Sumatriptan Succinate,AZ,4,0
2015,Oxaprozin,AZ,4,13
2015,Piroxicam,AZ,4,433
2015,Salsalate,AZ,4,18
2015,Sulindac,AZ,4,683
2015,Aspirin,CO,1,4494
2015,Aspirin/Butalbital/Caffeine,CO,1,175
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CO,1,183
2015,Aspirin/Carisoprodol/Codeine Phosphate,CO,1,0
2015,Aspirin/Dipyridamole,CO,1,114
2015,Aspirin/Oxycodone Hydrochloride,CO,1,41
2015,Bromfenac,CO,1,0
2015,Bromfenac Sodium,CO,1,63
2015,Celecoxib,CO,1,1988
2015,Diclofenac,CO,1,85
2015,Diclofenac Epolamine,CO,1,65
2015,Diclofenac Potassium,CO,1,445
2015,Diclofenac Sodium,CO,1,8170
2015,Diclofenac Sodium/Misoprostol,CO,1,119
2015,Diflunisal,CO,1,28
2015,Etodolac,CO,1,867
2015,Flurbiprofen,CO,1,21
2015,Ibuprofen,CO,1,30815
2015,Indomethacin,CO,1,1741
2015,Ketoprofen,CO,1,375
2015,Ketorolac Tromethamine,CO,1,9951
2015,Meclofenamate Sodium,CO,1,0
2015,Mefenamic Acid,CO,1,18
2015,Meloxicam,CO,1,9297
2015,Nabumetone,CO,1,752
2015,Naproxen,CO,1,10486
2015,Naproxen Sodium,CO,1,708
2015,Naproxen Sodium/Sumatriptan Succinate,CO,1,0
2015,Oxaprozin,CO,1,68
2015,Piroxicam,CO,1,316
2015,Salsalate,CO,1,43
2015,Sulindac,CO,1,255
2015,Tolmetin Sodium,CO,1,0
2015,Aspirin,CO,2,4483
2015,Aspirin/Butalbital/Caffeine,CO,2,113
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CO,2,186
2015,Aspirin/Carisoprodol/Codeine Phosphate,CO,2,0
2015,Aspirin/Dipyridamole,CO,2,82
2015,Aspirin/Oxycodone Hydrochloride,CO,2,49
2015,Bromfenac,CO,2,0
2015,Bromfenac Sodium,CO,2,62
2015,Celecoxib,CO,2,1589
2015,Diclofenac,CO,2,175
2015,Diclofenac Epolamine,CO,2,54
2015,Diclofenac Potassium,CO,2,481
2015,Diclofenac Sodium,CO,2,8619
2015,Diclofenac Sodium/Misoprostol,CO,2,91
2015,Diflunisal,CO,2,18
2015,Etodolac,CO,2,707
2015,Flurbiprofen,CO,2,18
2015,Flurbiprofen Sodium,CO,2,0
2015,Ibuprofen,CO,2,28584
2015,Indomethacin,CO,2,1635
2015,Ketoprofen,CO,2,412
2015,Ketorolac Tromethamine,CO,2,12426
2015,Mefenamic Acid,CO,2,0
2015,Meloxicam,CO,2,9222
2015,Nabumetone,CO,2,796
2015,Naproxen,CO,2,10093
2015,Naproxen Sodium,CO,2,598
2015,Naproxen Sodium/Sumatriptan Succinate,CO,2,0
2015,Oxaprozin,CO,2,76
2015,Piroxicam,CO,2,202
2015,Salsalate,CO,2,14
2015,Sulindac,CO,2,253
2015,Tolmetin Sodium,CO,2,0
2015,Aspirin,CO,3,4433
2015,Aspirin/Butalbital/Caffeine,CO,3,97
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CO,3,166
2015,Aspirin/Carisoprodol/Codeine Phosphate,CO,3,0
2015,Aspirin/Dipyridamole,CO,3,60
2015,Aspirin/Oxycodone Hydrochloride,CO,3,30
2015,Bromfenac,CO,3,0
2015,Bromfenac Sodium,CO,3,83
2015,Celecoxib,CO,3,1406
2015,Diclofenac,CO,3,175
2015,Diclofenac Epolamine,CO,3,52
2015,Diclofenac Potassium,CO,3,530
2015,Diclofenac Sodium,CO,3,9472
2015,Diclofenac Sodium/Misoprostol,CO,3,79
2015,Diflunisal,CO,3,27
2015,Etodolac,CO,3,716
2015,Fenoprofen Calcium,CO,3,0
2015,Flurbiprofen,CO,3,15
2015,Ibuprofen,CO,3,29643
2015,Ibuprofen/Oxycodone Hydrochloride,CO,3,0
2015,Indomethacin,CO,3,1615
2015,Ketoprofen,CO,3,474
2015,Ketorolac Tromethamine,CO,3,10020
2015,Ketorolac/Phenylephrine,CO,3,0
2015,Meclofenamate Sodium,CO,3,0
2015,Mefenamic Acid,CO,3,0
2015,Meloxicam,CO,3,9206
2015,Nabumetone,CO,3,772
2015,Naproxen,CO,3,9978
2015,Naproxen Sodium,CO,3,542
2015,Naproxen Sodium/Sumatriptan Succinate,CO,3,0
2015,Oxaprozin,CO,3,44
2015,Piroxicam,CO,3,195
2015,Salsalate,CO,3,15
2015,Sulindac,CO,3,247
2015,Tolmetin Sodium,CO,3,0
2015,Aspirin,CO,4,4693
2015,Aspirin/Butalbital/Caffeine,CO,4,118
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CO,4,207
2015,Aspirin/Dipyridamole,CO,4,65
2015,Aspirin/Oxycodone Hydrochloride,CO,4,19
2015,Bromfenac,CO,4,0
2015,Bromfenac Sodium,CO,4,100
2015,Celecoxib,CO,4,1654
2015,Diclofenac,CO,4,162
2015,Diclofenac Epolamine,CO,4,69
2015,Diclofenac Potassium,CO,4,591
2015,Diclofenac Sodium,CO,4,9378
2015,Diclofenac Sodium/Misoprostol,CO,4,89
2015,Diflunisal,CO,4,38
2015,Etodolac,CO,4,779
2015,Flurbiprofen,CO,4,32
2015,Flurbiprofen Sodium,CO,4,0
2015,Ibuprofen,CO,4,30916
2015,Ibuprofen/Oxycodone Hydrochloride,CO,4,0
2015,Indomethacin,CO,4,1739
2015,Ketoprofen,CO,4,486
2015,Ketorolac Tromethamine,CO,4,13045
2015,Mefenamic Acid,CO,4,20
2015,Meloxicam,CO,4,10206
2015,Nabumetone,CO,4,846
2015,Naproxen,CO,4,10985
2015,Naproxen Sodium,CO,4,658
2015,Naproxen Sodium/Sumatriptan Succinate,CO,4,16
2015,Oxaprozin,CO,4,64
2015,Piroxicam,CO,4,204
2015,Salsalate,CO,4,0
2015,Sulindac,CO,4,230
2015,Tolmetin Sodium,CO,4,0
2015,Aspirin,CT,1,3012
2015,Aspirin/Butalbital/Caffeine,CT,1,214
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CT,1,131
2015,Aspirin/Carisoprodol,CT,1,0
2015,Aspirin/Carisoprodol/Codeine Phosphate,CT,1,0
2015,Aspirin/Dipyridamole,CT,1,140
2015,Aspirin/Oxycodone Hydrochloride,CT,1,0
2015,Bromfenac,CT,1,0
2015,Bromfenac Sodium,CT,1,67
2015,Celecoxib,CT,1,1868
2015,Diclofenac,CT,1,55
2015,Diclofenac Epolamine,CT,1,1325
2015,Diclofenac Potassium,CT,1,217
2015,Diclofenac Sodium,CT,1,5295
2015,Diclofenac Sodium/Misoprostol,CT,1,53
2015,Diflunisal,CT,1,86
2015,Etodolac,CT,1,221
2015,Flurbiprofen,CT,1,32
2015,Flurbiprofen Sodium,CT,1,22
2015,Ibuprofen,CT,1,50299
2015,Ibuprofen/Oxycodone Hydrochloride,CT,1,0
2015,Indomethacin,CT,1,1089
2015,Ketoprofen,CT,1,0
2015,Ketorolac Tromethamine,CT,1,6876
2015,Meclofenamate Sodium,CT,1,0
2015,Mefenamic Acid,CT,1,0
2015,Meloxicam,CT,1,8976
2015,Nabumetone,CT,1,1198
2015,Naproxen,CT,1,14423
2015,Naproxen Sodium,CT,1,1709
2015,Naproxen Sodium/Sumatriptan Succinate,CT,1,120
2015,Oxaprozin,CT,1,19
2015,Piroxicam,CT,1,188
2015,Salsalate,CT,1,14
2015,Sulindac,CT,1,179
2015,Tolmetin Sodium,CT,1,0
2015,Aspirin,CT,2,3652
2015,Aspirin/Butalbital/Caffeine,CT,2,247
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CT,2,110
2015,Aspirin/Carisoprodol,CT,2,0
2015,Aspirin/Carisoprodol/Codeine Phosphate,CT,2,0
2015,Aspirin/Dipyridamole,CT,2,153
2015,Aspirin/Oxycodone Hydrochloride,CT,2,0
2015,Bromfenac,CT,2,0
2015,Bromfenac Sodium,CT,2,72
2015,Celecoxib,CT,2,1902
2015,Diclofenac,CT,2,71
2015,Diclofenac Epolamine,CT,2,1228
2015,Diclofenac Potassium,CT,2,188
2015,Diclofenac Sodium,CT,2,5906
2015,Diclofenac Sodium/Misoprostol,CT,2,90
2015,Diflunisal,CT,2,76
2015,Etodolac,CT,2,229
2015,Flurbiprofen,CT,2,18
2015,Flurbiprofen Sodium,CT,2,17
2015,Ibuprofen,CT,2,52389
2015,Indomethacin,CT,2,1156
2015,Ketoprofen,CT,2,0
2015,Ketorolac Tromethamine,CT,2,7593
2015,Meclofenamate Sodium,CT,2,0
2015,Mefenamic Acid,CT,2,0
2015,Meloxicam,CT,2,9956
2015,Nabumetone,CT,2,1241
2015,Naproxen,CT,2,15507
2015,Naproxen Sodium,CT,2,1940
2015,Naproxen Sodium/Sumatriptan Succinate,CT,2,114
2015,Oxaprozin,CT,2,30
2015,Piroxicam,CT,2,213
2015,Salsalate,CT,2,0
2015,Sulindac,CT,2,223
2015,Tolmetin Sodium,CT,2,0
2015,Aspirin,CT,3,4003
2015,Aspirin/Butalbital/Caffeine,CT,3,268
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CT,3,164
2015,Aspirin/Carisoprodol,CT,3,0
2015,Aspirin/Carisoprodol/Codeine Phosphate,CT,3,0
2015,Aspirin/Dipyridamole,CT,3,117
2015,Aspirin/Oxycodone Hydrochloride,CT,3,0
2015,Bromfenac,CT,3,0
2015,Bromfenac Sodium,CT,3,73
2015,Celecoxib,CT,3,1722
2015,Diclofenac,CT,3,52
2015,Diclofenac Epolamine,CT,3,1169
2015,Diclofenac Potassium,CT,3,194
2015,Diclofenac Sodium,CT,3,6270
2015,Diclofenac Sodium/Misoprostol,CT,3,63
2015,Diflunisal,CT,3,54
2015,Etodolac,CT,3,186
2015,Flurbiprofen,CT,3,16
2015,Flurbiprofen Sodium,CT,3,0
2015,Ibuprofen,CT,3,51563
2015,Ibuprofen/Oxycodone Hydrochloride,CT,3,0
2015,Indomethacin,CT,3,1329
2015,Ketoprofen,CT,3,0
2015,Ketorolac Tromethamine,CT,3,8386
2015,Meclofenamate Sodium,CT,3,0
2015,Mefenamic Acid,CT,3,0
2015,Meloxicam,CT,3,10289
2015,Nabumetone,CT,3,1376
2015,Naproxen,CT,3,16078
2015,Naproxen Sodium,CT,3,1957
2015,Naproxen Sodium/Sumatriptan Succinate,CT,3,76
2015,Oxaprozin,CT,3,41
2015,Piroxicam,CT,3,194
2015,Salsalate,CT,3,0
2015,Sulindac,CT,3,242
2015,Tolmetin Sodium,CT,3,0
2015,Aspirin,CT,4,4627
2015,Aspirin/Butalbital/Caffeine,CT,4,266
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,CT,4,153
2015,Aspirin/Carisoprodol/Codeine Phosphate,CT,4,0
2015,Aspirin/Dipyridamole,CT,4,122
2015,Aspirin/Oxycodone Hydrochloride,CT,4,0
2015,Bromfenac,CT,4,0
2015,Bromfenac Sodium,CT,4,77
2015,Celecoxib,CT,4,1646
2015,Diclofenac,CT,4,43
2015,Diclofenac Epolamine,CT,4,1154
2015,Diclofenac Potassium,CT,4,176
2015,Diclofenac Sodium,CT,4,6561
2015,Diclofenac Sodium/Misoprostol,CT,4,27
2015,Diflunisal,CT,4,70
2015,Etodolac,CT,4,215
2015,Flurbiprofen,CT,4,14
2015,Flurbiprofen Sodium,CT,4,0
2015,Ibuprofen,CT,4,53740
2015,Indomethacin,CT,4,1229
2015,Ketoprofen,CT,4,0
2015,Ketorolac Tromethamine,CT,4,8112
2015,Ketorolac/Phenylephrine,CT,4,0
2015,Meclofenamate Sodium,CT,4,0
2015,Mefenamic Acid,CT,4,0
2015,Meloxicam,CT,4,10608
2015,Nabumetone,CT,4,1295
2015,Naproxen,CT,4,15402
2015,Naproxen Sodium,CT,4,1923
2015,Naproxen Sodium/Sumatriptan Succinate,CT,4,92
2015,Oxaprozin,CT,4,27
2015,Piroxicam,CT,4,177
2015,Salsalate,CT,4,0
2015,Sulindac,CT,4,254
2015,Tolmetin Sodium,CT,4,0
2015,Aspirin,DE,1,2187
2015,Aspirin/Butalbital/Caffeine,DE,1,38
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,DE,1,49
2015,Aspirin/Dipyridamole,DE,1,33
2015,Bromfenac Sodium,DE,1,0
2015,Celecoxib,DE,1,377
2015,Diclofenac,DE,1,0
2015,Diclofenac Epolamine,DE,1,0
2015,Diclofenac Potassium,DE,1,0
2015,Diclofenac Sodium,DE,1,168
2015,Diclofenac Sodium/Misoprostol,DE,1,0
2015,Diflunisal,DE,1,0
2015,Etodolac,DE,1,40
2015,Flurbiprofen,DE,1,0
2015,Flurbiprofen Sodium,DE,1,0
2015,Ibuprofen,DE,1,12813
2015,Ibuprofen/Pseudoephedrine Hydrochloride,DE,1,0
2015,Indomethacin,DE,1,240
2015,Ketoprofen,DE,1,0
2015,Ketorolac Tromethamine,DE,1,3088
2015,Mefenamic Acid,DE,1,0
2015,Meloxicam,DE,1,2916
2015,Nabumetone,DE,1,0
2015,Naproxen,DE,1,3108
2015,Naproxen Sodium,DE,1,525
2015,Oxaprozin,DE,1,0
2015,Piroxicam,DE,1,0
2015,Sulindac,DE,1,83
2015,Tolmetin Sodium,DE,1,0
2015,Aspirin,DE,2,2562
2015,Aspirin/Butalbital/Caffeine,DE,2,50
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,DE,2,59
2015,Aspirin/Dipyridamole,DE,2,41
2015,Celecoxib,DE,2,351
2015,Diclofenac,DE,2,0
2015,Diclofenac Epolamine,DE,2,0
2015,Diclofenac Potassium,DE,2,0
2015,Diclofenac Sodium,DE,2,146
2015,Diclofenac Sodium/Misoprostol,DE,2,0
2015,Etodolac,DE,2,22
2015,Flurbiprofen,DE,2,12
2015,Flurbiprofen Sodium,DE,2,0
2015,Ibuprofen,DE,2,12813
2015,Ibuprofen/Pseudoephedrine Hydrochloride,DE,2,0
2015,Indomethacin,DE,2,264
2015,Ketorolac Tromethamine,DE,2,4681
2015,Mefenamic Acid,DE,2,0
2015,Meloxicam,DE,2,3250
2015,Nabumetone,DE,2,0
2015,Naproxen,DE,2,2621
2015,Naproxen Sodium,DE,2,513
2015,Naproxen Sodium/Sumatriptan Succinate,DE,2,0
2015,Oxaprozin,DE,2,0
2015,Piroxicam,DE,2,0
2015,Sulindac,DE,2,126
2015,Tolmetin Sodium,DE,2,0
2015,Aspirin,DE,3,2811
2015,Aspirin/Butalbital/Caffeine,DE,3,52
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,DE,3,42
2015,Aspirin/Dipyridamole,DE,3,30
2015,Bromfenac Sodium,DE,3,0
2015,Celecoxib,DE,3,324
2015,Diclofenac,DE,3,0
2015,Diclofenac Epolamine,DE,3,0
2015,Diclofenac Potassium,DE,3,0
2015,Diclofenac Sodium,DE,3,161
2015,Diclofenac Sodium/Misoprostol,DE,3,0
2015,Diflunisal,DE,3,0
2015,Etodolac,DE,3,16
2015,Flurbiprofen,DE,3,15
2015,Flurbiprofen Sodium,DE,3,0
2015,Ibuprofen,DE,3,12863
2015,Ibuprofen/Pseudoephedrine Hydrochloride,DE,3,0
2015,Indomethacin,DE,3,218
2015,Ketorolac Tromethamine,DE,3,5026
2015,Meloxicam,DE,3,3396
2015,Nabumetone,DE,3,0
2015,Naproxen,DE,3,2670
2015,Naproxen Sodium,DE,3,565
2015,Naproxen Sodium/Sumatriptan Succinate,DE,3,0
2015,Oxaprozin,DE,3,0
2015,Piroxicam,DE,3,0
2015,Salsalate,DE,3,0
2015,Sulindac,DE,3,130
2015,Aspirin,DE,4,2797
2015,Aspirin/Butalbital/Caffeine,DE,4,46
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,DE,4,52
2015,Aspirin/Dipyridamole,DE,4,29
2015,Bromfenac Sodium,DE,4,0
2015,Celecoxib,DE,4,334
2015,Diclofenac,DE,4,0
2015,Diclofenac Epolamine,DE,4,0
2015,Diclofenac Potassium,DE,4,0
2015,Diclofenac Sodium,DE,4,144
2015,Diclofenac Sodium/Misoprostol,DE,4,0
2015,Etodolac,DE,4,31
2015,Flurbiprofen,DE,4,23
2015,Flurbiprofen Sodium,DE,4,0
2015,Ibuprofen,DE,4,13455
2015,Indomethacin,DE,4,205
2015,Ketoprofen,DE,4,0
2015,Ketorolac Tromethamine,DE,4,2857
2015,Meloxicam,DE,4,3339
2015,Nabumetone,DE,4,0
2015,Naproxen,DE,4,3382
2015,Naproxen Sodium,DE,4,530
2015,Naproxen Sodium/Sumatriptan Succinate,DE,4,0
2015,Oxaprozin,DE,4,0
2015,Piroxicam,DE,4,0
2015,Sulindac,DE,4,128
2015,Aspirin,FL,1,28746
2015,Aspirin/Butalbital/Caffeine,FL,1,380
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,FL,1,65
2015,Aspirin/Dipyridamole,FL,1,719
2015,Aspirin/Oxycodone Hydrochloride,FL,1,0
2015,Bromfenac,FL,1,0
2015,Bromfenac Sodium,FL,1,0
2015,Celecoxib,FL,1,7545
2015,Diclofenac,FL,1,12
2015,Diclofenac Epolamine,FL,1,61
