year,gennme,prodnme,state,quarter,totalRXImputed
2015,Aspirin,LOW DOSE ASPIRIN,AZ,1,13760
2015,Aspirin,SUNMARK ASPIRIN,AZ,1,148
2015,Aspirin,SUNMARK ENTERIC COATED ASPIRIN,AZ,1,56
2015,Aspirin,TOPCARE ASPIRIN,AZ,1,20
2015,Aspirin/Butalbital/Caffeine,BUTALBITAL-ASPIRIN-CAFFEINE,AZ,1,625
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,ASCOMP W/CODEINE,AZ,1,92
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,BUTALBITAL/ASPIRIN/CAFFEINE/CODEINE,AZ,1,133
2015,Aspirin/Carisoprodol,CARISOPRODOL-ASPIRIN,AZ,1,10
2015,Aspirin/Carisoprodol/Codeine Phosphate,CARISOPRODOL/ASPIRIN/CODEINE,AZ,1,10
2015,Aspirin/Dipyridamole,AGGRENOX,AZ,1,27
2015,Aspirin/Oxycodone Hydrochloride,OXYCODONE HCL-ASPIRIN,AZ,1,40
2015,Bromfenac,BROMFENAC,AZ,1,20
2015,Bromfenac Sodium,PROLENSA,AZ,1,10
2015,Celecoxib,CELEBREX,AZ,1,482
2015,Celecoxib,CELECOXIB,AZ,1,742
2015,Diclofenac,ZORVOLEX,AZ,1,20
2015,Diclofenac Epolamine,FLECTOR,AZ,1,36
2015,Diclofenac Potassium,CAMBIA,AZ,1,30
2015,Diclofenac Potassium,DICLOFENAC POTASSIUM,AZ,1,576
2015,Diclofenac Potassium,ZIPSOR,AZ,1,10
2015,Diclofenac Sodium,DICLOFENAC SODIUM,AZ,1,10380
2015,Diclofenac Sodium,DICLOFENAC SODIUM DR,AZ,1,754
2015,Diclofenac Sodium,PENNSAID,AZ,1,30
2015,Diclofenac Sodium,VOLTAREN GEL,AZ,1,1081
2015,Diclofenac Sodium,VOLTAREN-XR,AZ,1,10
2015,Diclofenac Sodium/Misoprostol,DICLOFENAC SODIUM-MISOPROSTOL,AZ,1,36
2015,Diflunisal,DIFLUNISAL,AZ,1,44
2015,Etodolac,ETODOLAC,AZ,1,1062
2015,Flurbiprofen,FLURBIPROFEN,AZ,1,20
2015,Flurbiprofen Sodium,FLURBIPROFEN SODIUM,AZ,1,39
2015,Ibuprofen,ADVIL,AZ,1,10
2015,Ibuprofen,CHILDREN S IBUPROFEN,AZ,1,1365
2015,Ibuprofen,GOOD NEIGHBOR PHARMACY CHILDREN S IBUPROFEN,AZ,1,20
2015,Ibuprofen,GOOD NEIGHBOR PHARMACY IBUPROFEN,AZ,1,20
2015,Ibuprofen,GOOD SENSE CHILDREN S IBUPROFEN,AZ,1,10
2015,Ibuprofen,GOOD SENSE IBUPROFEN,AZ,1,20
2015,Ibuprofen,HEALTH MART CHILDREN S IBUPROFEN,AZ,1,20
2015,Ibuprofen,HEALTH MART IBUPROFEN,AZ,1,38
2015,Ibuprofen,IBU,AZ,1,28683
2015,Ibuprofen,IBU-200,AZ,1,25
2015,Ibuprofen,IBUPROFEN,AZ,1,73117
2015,Ibuprofen,IBUPROFEN CHILDREN S,AZ,1,62
2015,Ibuprofen,INFANTS  IBUPROFEN,AZ,1,10
2015,Ibuprofen,LEADER CHILDREN S IBUPROFEN,AZ,1,48
2015,Ibuprofen,LEADER IBU-DROPS INFANTS,AZ,1,101
2015,Ibuprofen,SUNMARK IBUPROFEN,AZ,1,109
2015,Ibuprofen,TOPCARE CHILDREN S IBUPROFEN,AZ,1,30
2015,Ibuprofen,TOPCARE IBUPROFEN,AZ,1,30
2015,Ibuprofen/Oxycodone Hydrochloride,OXYCODONE HCL-IBUPROFEN,AZ,1,10
2015,Indomethacin,INDOCIN,AZ,1,10
2015,Indomethacin,INDOMETHACIN,AZ,1,1892
2015,Ketoprofen,KETOPROFEN,AZ,1,246
2015,Ketorolac Tromethamine,KETOROLAC TROMETHAMINE,AZ,1,1631
2015,Ketorolac Tromethamine,SPRIX,AZ,1,10
2015,Meclofenamate Sodium,MECLOFENAMATE SODIUM,AZ,1,10
2015,Mefenamic Acid,MEFENAMIC ACID,AZ,1,30
2015,Meloxicam,MELOXICAM,AZ,1,12422
2015,Meloxicam,MOBIC,AZ,1,10
2015,Nabumetone,NABUMETONE,AZ,1,985
2015,Naproxen,NAPROSYN,AZ,1,10
2015,Naproxen,NAPROXEN,AZ,1,24438
2015,Naproxen,NAPROXEN DELAYED-RELEASE,AZ,1,438
2015,Naproxen Sodium,ALL DAY RELIEF,AZ,1,56
2015,Naproxen Sodium,GOOD NEIGHBOR PHARMACY ALL DAY PAIN RELIEF,AZ,1,10
2015,Naproxen Sodium,GOOD NEIGHBOR PHARMACY NAPROXEN SODIUM,AZ,1,33
2015,Naproxen Sodium,GOOD SENSE ALL DAY PAIN RELIEF,AZ,1,20
2015,Naproxen Sodium,LEADER ALL DAY PAIN RELIEF,AZ,1,10
2015,Naproxen Sodium,NAPRELAN,AZ,1,10
2015,Naproxen Sodium,NAPROXEN SODIUM,AZ,1,1352
2015,Naproxen Sodium,TOPCARE ALL DAY PAIN RELIEF,AZ,1,10
2015,Naproxen Sodium/Sumatriptan Succinate,TREXIMET,AZ,1,17
2015,Oxaprozin,OXAPROZIN,AZ,1,72
2015,Piroxicam,PIROXICAM,AZ,1,421
2015,Salsalate,SALSALATE,AZ,1,212
2015,Sulindac,SULINDAC,AZ,1,692
2015,Aspirin,ASPIR 81,AZ,2,10
2015,Aspirin,ASPIR LOW,AZ,2,5478
2015,Aspirin,ASPIRIN,AZ,2,19119
2015,Aspirin,ASPIRIN ADULT LOW STRENGTH,AZ,2,725
2015,Aspirin,ASPIRIN CHILDREN S,AZ,2,3049
2015,Aspirin,ASPIRIN LITE COATED,AZ,2,10
2015,Aspirin,ASPIRIN MICROTHIN COATING,AZ,2,10
2015,Aspirin,ASPIRIN REGIMEN LOW STRENGTH,AZ,2,32
2015,Aspirin,CHILDREN S ASPIRIN,AZ,2,379
2015,Aspirin,ECOTRIN,AZ,2,20
2015,Aspirin,GOOD NEIGHBOR PHARMACY ASPIRIN,AZ,2,32
2015,Aspirin,GOOD SENSE ASPIRIN,AZ,2,42
2015,Aspirin,HEALTH MART ASPIRIN,AZ,2,46
2015,Aspirin,HEALTH MART LOW DOSE ASPIRIN,AZ,2,10
2015,Aspirin,HEALTH MART SAFETY COATED ASPIRIN,AZ,2,10
2015,Aspirin,LEADER ASPIRIN,AZ,2,116
2015,Aspirin,LOW DOSE ASPIRIN,AZ,2,21036
2015,Aspirin,SUNMARK ASPIRIN,AZ,2,177
2015,Aspirin,SUNMARK ENTERIC COATED ASPIRIN,AZ,2,65
2015,Aspirin,TOPCARE ASPIRIN,AZ,2,30
2015,Aspirin/Butalbital/Caffeine,BUTALBITAL-ASPIRIN-CAFFEINE,AZ,2,976
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,ASCOMP W/CODEINE,AZ,2,85
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,BUTALBITAL/ASPIRIN/CAFFEINE/CODEINE,AZ,2,191
2015,Aspirin/Carisoprodol/Codeine Phosphate,CARISOPRODOL/ASPIRIN/CODEINE,AZ,2,10
2015,Aspirin/Dipyridamole,AGGRENOX,AZ,2,28
2015,Aspirin/Oxycodone Hydrochloride,OXYCODONE HCL-ASPIRIN,AZ,2,67
2015,Bromfenac,BROMFENAC,AZ,2,10
2015,Bromfenac Sodium,PROLENSA,AZ,2,10
2015,Celecoxib,CELEBREX,AZ,2,53
2015,Celecoxib,CELECOXIB,AZ,2,1769
2015,Diclofenac,ZORVOLEX,AZ,2,20
2015,Diclofenac Epolamine,FLECTOR,AZ,2,52
2015,Diclofenac Potassium,CAMBIA,AZ,2,43
2015,Diclofenac Potassium,DICLOFENAC POTASSIUM,AZ,2,723
2015,Diclofenac Potassium,ZIPSOR,AZ,2,10
2015,Diclofenac Sodium,DICLOFENAC SODIUM,AZ,2,12111
2015,Diclofenac Sodium,DICLOFENAC SODIUM DR,AZ,2,939
2015,Diclofenac Sodium,PENNSAID,AZ,2,30
2015,Diclofenac Sodium,VOLTAREN GEL,AZ,2,1495
2015,Diclofenac Sodium,VOLTAREN-XR,AZ,2,10
2015,Diclofenac Sodium/Misoprostol,DICLOFENAC SODIUM-MISOPROSTOL,AZ,2,30
2015,Diflunisal,DIFLUNISAL,AZ,2,41
2015,Etodolac,ETODOLAC,AZ,2,1580
2015,Fenoprofen Calcium,FENOPROFEN CALCIUM,AZ,2,10
2015,Flurbiprofen,FLURBIPROFEN,AZ,2,23
2015,Flurbiprofen Sodium,FLURBIPROFEN SODIUM,AZ,2,37
2015,Ibuprofen,CHILDREN S IBUPROFEN,AZ,2,1498
2015,Ibuprofen,GOOD NEIGHBOR IBUPROFEN INFANTS,AZ,2,10
2015,Ibuprofen,GOOD NEIGHBOR IBUPROFEN JUNIOR STRENGTH,AZ,2,10
2015,Ibuprofen,GOOD NEIGHBOR PHARMACY CHILDREN S IBUPROFEN,AZ,2,10
2015,Ibuprofen,GOOD NEIGHBOR PHARMACY IBUPROFEN,AZ,2,20
2015,Ibuprofen,GOOD SENSE CHILDREN S IBUPROFEN,AZ,2,30
2015,Ibuprofen,GOOD SENSE IBUPROFEN,AZ,2,40
2015,Ibuprofen,GOOD SENSE INFANTS IBUPROFEN,AZ,2,10
2015,Ibuprofen,HEALTH MART CHILDREN S IBUPROFEN,AZ,2,20
2015,Ibuprofen,HEALTH MART IBUPROFEN,AZ,2,48
2015,Ibuprofen,IBU,AZ,2,33748
2015,Ibuprofen,IBU-200,AZ,2,27
2015,Ibuprofen,IBUPROFEN,AZ,2,85221
2015,Ibuprofen,IBUPROFEN CHILDREN S,AZ,2,61
2015,Ibuprofen,LEADER CHILDREN S IBUPROFEN,AZ,2,43
2015,Ibuprofen,LEADER IBU-DROPS INFANTS,AZ,2,55
2015,Ibuprofen,SUNMARK IBUPROFEN,AZ,2,92
2015,Ibuprofen,TOPCARE CHILDREN S IBUPROFEN,AZ,2,10
2015,Ibuprofen,TOPCARE IBUPROFEN,AZ,2,30
2015,Indomethacin,INDOCIN,AZ,2,20
2015,Indomethacin,INDOMETHACIN,AZ,2,2451
2015,Ketoprofen,KETOPROFEN,AZ,2,152
2015,Ketorolac Tromethamine,KETOROLAC TROMETHAMINE,AZ,2,2225
2015,Ketorolac Tromethamine,SPRIX,AZ,2,20
2015,Meclofenamate Sodium,MECLOFENAMATE SODIUM,AZ,2,10
2015,Mefenamic Acid,MEFENAMIC ACID,AZ,2,30
2015,Meloxicam,MELOXICAM,AZ,2,15743
2015,Meloxicam,MOBIC,AZ,2,10
2015,Nabumetone,NABUMETONE,AZ,2,1326
2015,Naproxen,NAPROXEN,AZ,2,26065
2015,Naproxen,NAPROXEN DELAYED-RELEASE,AZ,2,533
2015,Naproxen Sodium,ALL DAY RELIEF,AZ,2,68
2015,Naproxen Sodium,GOOD NEIGHBOR PHARMACY ALL DAY PAIN RELIEF,AZ,2,10
2015,Naproxen Sodium,GOOD NEIGHBOR PHARMACY NAPROXEN SODIUM,AZ,2,53
2015,Naproxen Sodium,GOOD SENSE ALL DAY PAIN RELIEF,AZ,2,30
2015,Naproxen Sodium,LEADER ALL DAY PAIN RELIEF,AZ,2,10
2015,Naproxen Sodium,NAPROXEN SODIUM,AZ,2,1685
2015,Naproxen Sodium,TOPCARE ALL DAY PAIN RELIEF,AZ,2,10
2015,Naproxen Sodium,TOPCARE NAPROXEN SODIUM,AZ,2,10
2015,Naproxen Sodium/Sumatriptan Succinate,TREXIMET,AZ,2,10
2015,Oxaprozin,OXAPROZIN,AZ,2,78
2015,Piroxicam,PIROXICAM,AZ,2,476
2015,Salsalate,SALSALATE,AZ,2,189
2015,Sulindac,SULINDAC,AZ,2,861
2015,Aspirin,ASPIR LOW,AZ,3,4657
2015,Aspirin,ASPIRIN,AZ,3,15976
2015,Aspirin,ASPIRIN ADULT LOW STRENGTH,AZ,3,101
2015,Aspirin,ASPIRIN CHILDREN S,AZ,3,2176
2015,Aspirin,ASPIRIN LITE COATED,AZ,3,20
2015,Aspirin,ASPIRIN REGIMEN LOW STRENGTH,AZ,3,37
2015,Aspirin,CHILDREN S ASPIRIN,AZ,3,156
2015,Aspirin,ECOTRIN,AZ,3,10
2015,Aspirin,GOOD NEIGHBOR PHARMACY ASPIRIN,AZ,3,58
2015,Aspirin,GOOD SENSE ASPIRIN,AZ,3,20
2015,Aspirin,HEALTH MART ASPIRIN,AZ,3,45
2015,Aspirin,LEADER ASPIRIN,AZ,3,79
2015,Aspirin,LOW DOSE ASPIRIN,AZ,3,19815
2015,Aspirin,SUNMARK ASPIRIN,AZ,3,241
2015,Aspirin,SUNMARK ENTERIC COATED ASPIRIN,AZ,3,50
2015,Aspirin,TOPCARE ASPIRIN,AZ,3,40
2015,Aspirin/Butalbital/Caffeine,BUTALBITAL-ASPIRIN-CAFFEINE,AZ,3,830
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,ASCOMP W/CODEINE,AZ,3,72
2015,Aspirin/Butalbital/Caffeine/Codeine Phosphate,BUTALBITAL/ASPIRIN/CAFFEINE/CODEINE,AZ,3,175
2015,Aspirin/Carisoprodol,CARISOPRODOL-ASPIRIN,AZ,3,10
2015,Aspirin/Carisoprodol/Codeine Phosphate,CARISOPRODOL/ASPIRIN/CODEINE,AZ,3,20
2015,Aspirin/Dipyridamole,AGGRENOX,AZ,3,17
2015,Aspirin/Dipyridamole,ASPIRIN-DIPYRIDAMOLE,AZ,3,20
2015,Aspirin/Oxycodone Hydrochloride,OXYCODONE HCL-ASPIRIN,AZ,3,57
2015,Bromfenac,BROMFENAC,AZ,3,20
2015,Bromfenac Sodium,PROLENSA,AZ,3,10
2015,Celecoxib,CELEBREX,AZ,3,55
2015,Celecoxib,CELECOXIB,AZ,3,1880
2015,Diclofenac,ZORVOLEX,AZ,3,20
2015,Diclofenac Epolamine,FLECTOR,AZ,3,59
2015,Diclofenac Potassium,CAMBIA,AZ,3,35
2015,Diclofenac Potassium,DICLOFENAC POTASSIUM,AZ,3,730
2015,Diclofenac Potassium,ZIPSOR,AZ,3,10
2015,Diclofenac Sodium,DICLOFENAC SODIUM,AZ,3,12385
2015,Diclofenac Sodium,DICLOFENAC SODIUM DR,AZ,3,716
2015,Diclofenac Sodium,PENNSAID,AZ,3,20
2015,Diclofenac Sodium,VOLTAREN GEL,AZ,3,1752
2015,Diclofenac Sodium,VOLTAREN-XR,AZ,3,10
2015,Diclofenac Sodium/Misoprostol,DICLOFENAC SODIUM-MISOPROSTOL,AZ,3,40
2015,Diflunisal,DIFLUNISAL,AZ,3,40
2015,Etodolac,ETODOLAC,AZ,3,1486
2015,Fenoprofen Calcium,FENOPROFEN CALCIUM,AZ,3,10
2015,Flurbiprofen,FLURBIPROFEN,AZ,3,20
2015,Flurbiprofen Sodium,FLURBIPROFEN SODIUM,AZ,3,34
2015,Ibuprofen,CHILDREN S IBUPROFEN,AZ,3,949
2015,Ibuprofen,GOOD NEIGHBOR PHARMACY CHILDREN S IBUPROFEN,AZ,3,10
2015,Ibuprofen,GOOD NEIGHBOR PHARMACY IBUPROFEN,AZ,3,20
2015,Ibuprofen,GOOD NEIGHBOR PHARMACY IBUPROFEN JUNIOR STRENGTH,AZ,3,10
2015,Ibuprofen,GOOD SENSE CHILDREN S IBUPROFEN,AZ,3,10
2015,Ibuprofen,GOOD SENSE IBUPROFEN,AZ,3,20
2015,Ibuprofen,HEALTH MART CHILDREN S IBUPROFEN,AZ,3,24
2015,Ibuprofen,HEALTH MART IBUPROFEN,AZ,3,43
2015,Ibuprofen,IBU,AZ,3,30570
2015,Ibuprofen,IBU-200,AZ,3,17
2015,Ibuprofen,IBU-DROPS CHILDREN S,AZ,3,10
2015,Ibuprofen,IBUPROFEN,AZ,3,72328
